pipe_name,metadata_description,metadata_tool,metadata_category,metadata_link,metadata_priority,metadata_fp_risk,metadata_severity,metadata_tool_type,metadata_usage,metadata_comment,metadata_reference
\hmpalert,legitimate sophos hitmanpro driver vulnerable to SYSTEM privilege escalation before version 3.8 - abused by attackers,hitmanpro,Privilege Escalation,https://raw.githubusercontent.com/mthcht/Purpleteam/main/Simulation/Windows/POC/hitmanpro/CVE-2018-3971.py,medium,high,low,greyware_tool,Hunting,false positives expected,https://github.com/mthcht/awesome-lists
\imposecost,Koh Token Stealer,Koh Token Stealer,Credential Access,https://github.com/GhostPack/Koh/blob/2e60ce274dc4f0bdce265174526f6d439f6a1414/Clients/BOF/KohClient.c#L12,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\imposingcost,Koh Token Stealer,Koh Token Stealer,Credential Access,https://github.com/GhostPack/Koh/blob/2e60ce274dc4f0bdce265174526f6d439f6a1414/Clients/BOF/KohClient.c#L12,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\innocent,LPE exploit for CVE-2023-36802,CVE-2023-21768,Privilege Escalation,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36
\ioring_in,CVE-2023-21768 exploits,CVE-2023-21768,Privilege Escalation,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36;metasploit-framework\external\source\exploits\CVE-2023-21768\ioring.c;vipermsf\external\source\exploits\CVE-2023-21768\ioring.c,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36;metasploit-framework\external\source\exploits\CVE-2023-21768\ioring.c;vipermsf\external\source\exploits\CVE-2023-21768\ioring.c
\ioring_out,CVE-2023-21768 exploits,CVE-2023-21768,Privilege Escalation,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36;metasploit-framework\external\source\exploits\CVE-2023-21768\ioring.c;vipermsf\external\source\exploits\CVE-2023-21768\ioring.c,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/chompie1337/Windows_MSKSSRV_LPE_CVE-2023-36802/blob/1b0d39cdd35cfd6dd6f44063122fde7fdc3b9982/Windows_MSKSSRV_LPE_CVE-2023-36802/exploit.c#L66C15-L66C36;metasploit-framework\external\source\exploits\CVE-2023-21768\ioring.c;vipermsf\external\source\exploits\CVE-2023-21768\ioring.c
\IPEFSYSPCPIPE,iPass Mobile Client Service Privilege Escalation,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/local/ipass_launch_app.rb#L81,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv
\isapi_http,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\isapi_http1,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\isapi_http2,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\isapi_http3,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\jaccdpqnvbrrxlaf,"poshc2	pipe name from poshc2 usage",PoshC2,C2,https://github.com/nettitude/PoshC2,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/poshc2.csv
\kekeo_tsssp_endpoint,kekeo stealing credentials,kekeo,Credential Access,https://github.com/blackc03r/OSCP-Cheatsheets/blob/master/offensive-security/credential-access-and-credential-dumping/dumping-delegated-default-kerberos-and-ntlm-credentials-without-touching-lsass.md,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/kekeo.csv
\keylogger,cobaltstrike pipe names,CobaltStrike,C2,N/A,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\Local\RManChatServer,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Viewer\rutview.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv
\localcation,Worm Mernzic,Mernzic,Malware,https://github.com/roadwy/DefenderYara/blob/9bbdb7f9fd3513ce30aa69cd1d88830e3cf596ca/Worm/Win32/Mernzic/Worm_Win32_Mernzic_A.yar#L9,critical,low,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\lsarelayx,lsarelayx usage,lsarelayx,Credential Access,https://github.com/CCob/lsarelayx/blob/b45e4565c5688a395c54b92654d68b2514af39eb/plugin/lsarelayx.cpp#L105,high,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/lsarelayx.csv
\lsassw,Wild Neutron APT pipe,Wild Neutron,Malware,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/,high,N/A,high,offensive_tool,detection rule,N/A,https://securelist.com/wild-neutron-economic-espionage-threat-actor-returns-with-new-tricks/71275/
"\LSM_API_service	",impacket dcerpc,impacket,Exploitation,https://github.com/fortra/impacket/blob/2de29184dc93247829099fcbc52ff256817c6a94/impacket/dcerpc/v5/tsts.py#L2031,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/impacket.csv
\malDBG,malware analysis lokibot,lokibot,Malware,https://github.com/Dump-GUY/Malware-analysis-and-Reverse-engineering/blob/26ce0dd827b17d5db25abee125dd890e64c3f806/Lokibot_Analyzing/Lokibot_analyzing.md?plain=1#L37,medium,N/A,high,offensive_tool,detection rule,N/A,https://github.com/Dump-GUY/Malware-analysis-and-Reverse-engineering/blob/26ce0dd827b17d5db25abee125dd890e64c3f806/Lokibot_Analyzing/Lokibot_analyzing.md?plain=1#L37
\MalDevEDR,EDR/AV Simulation for Malware Development,MalDevEDR,Exploitation,https://github.com/redt1de/MaldevEDR/blob/1b48281149e717f1bab4d78c8412fb333a7c83bf/config.yaml#L19,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/redt1de/MaldevEDR/blob/1b48281149e717f1bab4d78c8412fb333a7c83bf/config.yaml#L19
\mantvydas-first-pipe,privilege escalation poc,POC,Privilege Escalation,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques/blob/master/offensive-security/privilege-escalation/windows-namedpipes-privilege-escalation.md,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mantvydasb/RedTeaming-Tactics-and-Techniques/blob/master/offensive-security/privilege-escalation/windows-namedpipes-privilege-escalation.md
\MEGAprivacyMEGAsync,MEGAsync synchro backup,MEGAsync,RMM,https://mega.io/en/desktop,high,none,high,greyware_tool,Hunting,MEGAsync.exe behavior,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/MEGAsync.csv
\merlin,Merlin is a post-exploit Command & Control,Merlin,C2,https://github.com/Ne0nd0g/merlin-agent/blob/653ac5558e4f8a0893b2285a158a3b26735c6c79/clients/smb/smb_windows.go#L148,critical,none,critical,offensive_tool,Detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/merlin.csv
\MerlinPipe,Merlin is a post-exploit Command & Control,Merlin,C2,https://github.com/Ne0nd0g/merlin-agent/blob/653ac5558e4f8a0893b2285a158a3b26735c6c79/clients/smb/smb_windows.go#L148,critical,none,critical,offensive_tool,Detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/merlin.csv
\mimi,A method of bypassing EDR's active projection DLL's by preventing entry point exection,SharpBlock,Defense Evasion,https://github.com/CCob/SharpBlock/blob/master/README.md,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/SharpBlock.csv
\mlnhcpkomdeavomsjalt,TightVNC default named pipe,TightVNC,RMM,https://www.tightvnc.com,high,low,high,greyware_tool,Hunting,"C:\Program Files (x86)\TightVNC\tvnserver.exe	",https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tightvnc.csv
\moj_ML_ntsvcs,used by the offensive tool mortar,mortar,Defense Evasion,https://github.com/0xsp-SRD/mortar/blob/ac6004a00cfc90002e88aa2f72e931440e8dbff6/DLL/agressor.lpr#L91,high,low,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/mortar.csv
\mojo.7304.10032.2584273091328543665,Nemesis sample file named pipe,Nemesis,Exploitation,https://github.com/SpecterOps/Nemesis/blob/ee5ab5b330935ccd5809ff6f91c0338a28785df4/sample_files/structured/named_pipes.json#L4,high,low,high,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/nemesis.csv
\msf-pipe,Metasploit bind named pipe,metasploit,Exploitation,https://github.com/rapid7/metasploit-framework/blob/04e8752b9b74cbaad7cb0ea6129c90e3172580a2/lib/msf/core/handler/bind_named_pipe.rb#L207,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv
\mviwait,Trojan:Win32/Warece.C Defender signature,Warece,Malware,https://www.hybrid-analysis.com/sample/78f6014919d9615e86d0496ca0c3758b29b115016b56f71172797117ad08277b?environmentId=120,critical,none,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\mvnwihe2w,Dyre infostealer Dyzap,Dyzap,Malware,https://docs.broadcom.com/doc/dyre-emerging-threat,critical,none,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\MyNamePipe,used by the offensive tool mortar,mortar,Defense Evasion,https://github.com/0xsp-SRD/mortar/blob/ac6004a00cfc90002e88aa2f72e931440e8dbff6/Lib/core.pas#L70,high,high,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/mortar.csv
\NamedPipeMaster,a tool used to analyze and monitor named pipes,NamedPipeMaster,Exploitation,https://github.com/zeze-zeze/NamedPipeMaster/blob/c01a39af26d9bdc567f61306e5399e40a11a31f2/NamedPipeMasterBase/defines.h#L7,critical,none,critical,offensive_tool,detection rule,Pipe create event,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NamedPipeMaster.csv
\NamePipe_MoreWindows,APT RedLeaves pipe,RedLeaves,Malware,https://github.com/CYB3RMX/Qu1cksc0pe/blob/8ec84a344019e07e24de35de3a00bb7ad3090498/Systems/Windows/YaraRules_Windows/APT_RedLeaves.yara#L17,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/CYB3RMX/Qu1cksc0pe/blob/8ec84a344019e07e24de35de3a00bb7ad3090498/Systems/Windows/YaraRules_Windows/APT_RedLeaves.yara#L17
\napSolar,Old Trojan Napolar,Napolar,Malware,https://blog.avast.com/2013/09/25/win3264napolar-new-trojan-shines-on-the-cyber-crime-scene/,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\netdfs,NetExec,NetExec,Lateral Movement,https://github.com/Pennyw0rth/NetExec/blob/66e6c95f0d4cabe4acabdfadaa69f8eb38bb056f/nxc/modules/dfscoerce.py#L126,critical,low,critical,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/NetExec.csv
\netview,cobaltstrike pipe names,CobaltStrike,C2,N/A,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\npx86_Services,Old Trojan Napolar,Napolar,Malware,https://blog.avast.com/2013/09/25/win3264napolar-new-trojan-shines-on-the-cyber-crime-scene/,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\OfflineKeyloggerPipe,offline keylogger used by xeno-rat,xeno-rat,C2,https://github.com/moom825/xeno-rat/blob/3438a2c958d0ac4af33268822cdf6cbeabba81f8/Plugins/KeyLoggerOffline/KeyLoggerOffline.cs#L23,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/X-Z/xeno-rat.csv
\openssh-ssh-agent,openssh usage,OpenSSH,Lateral Movement,https://github.com/libssh2/libssh2/blob/fc00bdd7f195fc6511d18d11cad2801b56c5549e/src/agent_win.c#L124,info,N/A,info,greyware_tool,Hunting,N/A,https://github.com/libssh2/libssh2/blob/fc00bdd7f195fc6511d18d11cad2801b56c5549e/src/agent_win.c#L124
\orbit-osquery-extension,Orbit is a lightweight osquery installer and autoupdater used by Fleetdm,fleetdm,RMM,https://github.com/fleetdm/fleet/blob/08bc4fe8b50e6f97195106cfbb72dd1d7f853286/orbit/pkg/osquery/osquery.go#L193,high,low,medium,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/E-H/fleetdm.csv
\orcljsexorcl,Oracle Job Scheduler Named Pipe Command Execution,metasploit,Exploitation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/oracle/extjob.rb#L101,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv
\pcheap_reuse,EquationGroup Tool,EQGPR,Exploitation,https://github.com/Yara-Rules/rules/blob/0f93570194a80d2f2032869055808b0ddcdfb360/malware/APT_eqgrp_apr17.yar#L2358,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/Yara-Rules/rules/blob/0f93570194a80d2f2032869055808b0ddcdfb360/malware/APT_eqgrp_apr17.yar#L2358
\petit\pipe\srvsvc,PetitPotato.exe default pipe,PetitPotato,Privilege Escalation,https://github.com/wh0amitz/PetitPotato/blob/047aebdc7a05fab2c08eff2bbac984f59fc218cf/PetitPotato/PetitPotato.cpp#L138,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/PetitPotato.csv
\Pipe name,default named pipe example for C3 named pipe configuration,C3,C2,https://github.com/WithSecureLabs/C3/blob/e1b9922d199e45e222001a3afe47757349f24e7a/Src/Common/FSecure/C3/Interfaces/Peripherals/Grunt.cpp#L265,high,medium,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/C3.csv
\PipeCmd_communicaton,Pipecmd chinese hacking tool default named pipe,Pipecmd,Exploitation,https://www.virustotal.com/gui/file/e469117685cd572da1f4371a093b91d771b2ced926c57cf5d960f875bc516a32,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/Neo23x0/signature-base/blob/758d5b0ab4f443bc9ae08f7eea680409cf70ed9a/yara/thor-hacktools.yar#L3001
\pipename,suspicious string - could be a test,_,N/A,https://github.com/mthcht/awesome-lists,high,N/A,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/awesome-lists
\piper,From High Integrity to SYSTEM with Name Pipes,_,Privilege Escalation,https://book.hacktricks.xyz/windows-hardening/windows-local-privilege-escalation/from-high-integrity-to-system-with-name-pipes,critical,N/A,critical,offensive_tool,detection rule,N/A,https://book.hacktricks.xyz/windows-hardening/windows-local-privilege-escalation/from-high-integrity-to-system-with-name-pipes
\pipey,faxhell / printjacker / RpcSsImpersonator - Elevation to SYSTEM,RpcSsImpersonator,Privilege Escalation,https://github.com/Al1ex/WindowsElevation/blob/e8fa2760f0ea29d1cdc759c623021d5ab7b715e2/RpcSsImpersonator/src/impersonate/impersonate/dllmain.c#L676,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\portscan,cobaltstrike pipe names,CobaltStrike,C2,N/A,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\protected_storage,impacket dpapi - using the DPAPI/Vault structures to unlock Windows Secrets,impacket,Credential Access,https://github.com/fortra/impacket/blob/2de29184dc93247829099fcbc52ff256817c6a94/examples/dpapi.py#L261,high,high,medium,offensive_tool,Hunting,pipe used by multiple projects - subject to false positives,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/impacket.csv
\ProtectedPrefix\Administrators\Tailscale\tailscaled,Tailscale,Tailscale,Defense Evasion,https://github.com/tailscale/tailscale/blob/2fa219440bb5b408866413647ed92dac265ad919/safesocket/basic_test.go#L24,high,N/A,high,greyware_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/tailscale.csv
\R2PIPE_IN,radare2 ,radare2 ,Discovery,https://github.com/radareorg/radare2/blob/9b9d4ed769b4c60e204cfe5655331d856c1513f1/binr/r2r/run.c#L37,info,N/A,low,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Radare2.csv
\RangisPipe6,Dyre infostealer Dyzap,Dyzap,Malware,https://stopmalvertising.com/malware-reports/introduction-to-dyreza-the-banker-that-bypasses-ssl.html,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\RemoteMaint,impacketremoteshell default pipe name,impacketremoteshell,Lateral Movement,https://github.com/trustedsec/The_Shelf,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/impacketremoteshell.csv
\RevShell,Named_Pipe_Reverse_Shell tool,RevShell,C2,https://github.com/BlackHat-Ashura/Named_Pipe_Reverse_Shell/blob/a62b02d413a2b3e2daa971044fa4b6a4d187a1b5/Named%20Pipe%20Reverse%20Shell.cpp#L15,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/BlackHat-Ashura/Named_Pipe_Reverse_Shell/blob/a62b02d413a2b3e2daa971044fa4b6a4d187a1b5/Named%20Pipe%20Reverse%20Shell.cpp#L15
\RManFUSCallbackNotify32,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by 'Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv
\RManFUSServerNotify32,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by '\Program Files (x86)\Remote Utilities - Host\rfusclient.exe' and '\Program Files (x86)\Remote Utilities - Host\rutserv.exe',https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv
\RMS-Mini-Id-Local-Settings,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Server\InternetIdService.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv
\RMS-Mini-Id-Settings-Notify,RemoteUtilities software,RemoteUtilities,RMM,https://www.remoteutilities.com/,high,low,high,greyware_tool,Hunting,executed by \Remote Utilities - Server\InternetIdService.exe,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemoteUtilities.csv
\RoguePotato,RoguePotato,RoguePotato,Privilege Escalation,https://github.com/antonioCoco/RoguePotato/blob/d6156c309107de4cb72747e2fa84ca77a9fb5808/RogueOxidResolver/main.cpp#L12,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RoguePotato.csv
\rpchlp_3,project sauron apt,sauron,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2018/03/07190156/The-ProjectSauron-APT_Technical_Analysis_KL.pdf
\RPCViewerCom,RemotePCUIU.exe behavior from RemotePC RMM,RemotePC,RMM,https://www.remotedesktop.com/,high,none,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RemotePC.csv
\RustDesk\query,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv
\RustDesk\query_cm,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv
\RustDesk\query_service,used by RustDesk for remote control,RustDesk,RMM,https://github.com/rustdesk/rustdesk,high,low,high,greyware_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/RustDesk.csv
\samr,BadPotato leaks a system token handle through the MS RPN API which can be used to get NT AUTHORITY\SYSTEM access if you have the SeImpersonatePrivilege - also legit uses could be observed,BadPotato,Privilege Escalation,https://github.com/calebstewart/pwncat-badpotato/blob/29b919d7d15c86836fc6c2fda4e3be8083a31fb1/RPC/samr.cs#L120,high,medium,medium,offensive_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/D-F/Earth%20Lusca%20Operations%20Tools%20.csv
\sapipipe,R2d2 backdoor (state trojan),R2d2 backdoor,Malware,https://analyze.intezer.com/files/2b7bbea0b5f8f82c0597e1e710afa2b9f5a0acaf6f46a8fcc62ab103ecb6a319/sub/7f8b32b1-2df9-425f-9f56-317b1f24da07/string-reuse,critical,low,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\screenshot,cobaltstrike pipe names,CobaltStrike,C2,N/A,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\sdlrpc,cobra - The orchestrator creates two named pipes in order to communicate with stage 3 or to receive messages from an external machine,cobra,Malware,https://www.gdatasoftware.com/blog/2015/01/23926-analysis-of-project-cobra,high,N/A,high,offensive_tool,Hunting,N/A,https://www.gdatasoftware.com/blog/2015/01/23926-analysis-of-project-cobra
\servicepipe.zo9keez4weechei8johR.0521cc13,cobaltstrike pipe names,CobaltStrike,C2,https://unit42.paloaltonetworks.com/cobalt-strike-memory-analysis/,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\services_control,Uroburos - Named pipe used for internal communications,Uroburos,Malware,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf,high,N/A,high,offensive_tool,detection rule,N/A,https://media.kasperskycontenthub.com/wp-content/uploads/sites/43/2014/08/20082358/uroburos.pdf
\ShitSecure,SharpNamedPipePTH - Pass the Hash to a named pipe for token Impersonation,SharpNamedPipePTH,Lateral Movement,https://github.com/S3cur3Th1sSh1t/SharpNamedPipePTH/blob/6ab648a47619983e242918903435de8c7393e131/SharpNamedPipePTH/Program.cs#L18,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/sharpcollection.csv
\SigmaPotato,windows privilege escalation utility from the Potato family of exploits leveraging the SeImpersonate right to obtain SYSTEM privileges (similar to godpotato),Sigmapotato,Privilege Escalation,https://github.com/tylerdotrar/SigmaPotato/blob/ca05cf428324e69c9b3065f6041047695b3ce0d9/NativeAPI/SigmaPotatoContext.cs#L34,critical,none,critical,offensive_tool,detection rule,Pipe create event,https://github.com/mthcht/ThreatHunting-Keywords/tree/main/tools/R-T/SigmaPotato.csv
\Something,Invoke-SMBRemoting,Invoke-SMBRemoting,Lateral Movement,https://github.com/Leo4j/Amnesiac/blob/216ba3a280bf49ea3f5b1afab80f843bbde3548d/Tools/Invoke-SMBRemoting.ps1#L32,high,low,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/I-K/Invoke-SMBRemoting.csv
\SpectorLiveLog,Spyware + EmailWorm,Spector,Malware,https://secure.lavasoft.com/mylavasoft/malware-descriptions/blog/TrojanWin32Swrort3b998b1844d,critical,none,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\sqsvc,Powersploit,Powersploit,Exploitation,https://github.com/Integration-IT/Active-Directory-Exploitation-Cheat-Sheet/blob/702daf94e384589cdc81fe62f1337b390ce06488/Z%20-%20Tool%20Box/PowerSploit-Dev/Exfiltration/LogonUser/LogonUser/logon/logon.cpp#L22,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/O-Q/powersploit.csv
\sshagent,cobaltstrike pipe names,CobaltStrike,C2,N/A,critical,low,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/A-C/cobaltstrike.csv
\ssnp,APT1 pipe,APT1,Malware,https://github.com/Yara-Rules,high,N/A,high,offensive_tool,detection rule,N/A,https://github.com/mthcht/awesome-lists
\SUPipeServer,Lenovo System Update Privilege Escalation,metasploit,Privilege Escalation,https://github.com/rapid7/metasploit-framework/blob/ec5648f6c50fc0af779f3b2a3ac7afa9fdca9344/modules/exploits/windows/local/lenovo_systemupdate.rb#L179,critical,N/A,critical,offensive_tool,detection rule,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/L-N/metasploit.csv
\Supremo_Client_2,used by supremo remote access software,supremo,RMM,https://www.supremocontrol.com,high,low,high,greyware_tool,Hunting,N/A,https://github.com/mthcht/ThreatHunting-Keywords/blob/main/tools/R-T/Supremo.csv
